ACCIDENTDATE,snowing,raining,foggy,smoke,dust,strong_winds,wind_dir,wind_speed,temperature,SURFACE_COND
2008-05-20,0,0,0,0,0,0,WSW,15.0,58.0,1
2008-04-22,0,0,0,0,0,0,N,2.0,48.0,1
2008-05-25,0,0,0,0,0,0,ENE,7.0,45.0,1
2008-04-30,0,0,0,0,0,0,N,10.0,55.0,1
2008-05-13,0,0,0,0,0,0,N,7.0,51.0,1
2008-05-05,0,0,0,0,0,0,NNE,7.0,64.0,1
2008-05-11,0,0,0,0,0,0,SSW,10.0,51.0,1
2008-05-23,0,0,0,0,0,0,ESE,6.0,46.0,1
2008-05-10,0,0,0,0,0,0,SSW,8.0,61.0,2
2008-04-29,0,0,0,0,0,0,WSW,5.0,42.0,1
2008-05-07,0,0,0,0,0,0,WSW,1.0,56.0,1
2008-05-22,0,0,0,0,0,0,NE,3.0,38.0,1
2008-05-28,0,0,0,0,0,0,NNW,6.0,51.0,9
2008-05-30,0,0,0,0,0,0,SSW,8.0,36.0,1
2008-07-10,0,1,0,0,0,0,NNW,12.0,40.0,2
2008-06-25,0,0,0,0,0,0,N,32.0,57.0,1
2008-05-29,0,0,0,0,0,0,NNE,3.0,63.0,1
2008-06-11,0,0,0,0,0,0,N,15.0,49.0,1
2008-06-09,0,0,0,0,0,0,NE,21.0,54.0,1
2008-06-28,0,0,0,0,0,0,NNE,13.0,56.0,1
2008-06-22,0,1,0,0,0,0,SSW,14.0,47.0,2
2008-06-13,0,0,0,0,0,0,W,14.0,46.0,1
2008-06-15,0,0,0,0,0,0,S,7.0,56.0,1
2008-06-21,0,0,1,0,0,0,W,9.0,51.0,2
2008-06-12,0,1,0,0,0,0,N,14.0,60.0,2
2008-06-17,0,0,0,0,1,0,NNE,10.0,61.0,1
2008-07-07,0,1,0,0,0,0,NNW,8.0,46.0,2
2008-07-08,0,1,0,0,0,0,WSW,10.0,36.0,2
2008-06-08,0,0,0,0,0,0,NE,8.0,63.0,1
2008-06-01,0,0,0,0,0,0,SE,3.0,53.0,1
2008-07-05,0,0,0,0,0,0,N,13.0,58.0,1
2008-06-23,0,1,0,0,0,0,W,12.0,57.0,2
2008-07-02,0,0,0,0,0,0,W,8.0,50.0,1
2008-06-20,0,0,0,0,0,0,W,9.0,51.0,1
2008-07-04,0,1,0,0,0,0,NNW,3.0,47.0,2
2008-06-06,0,0,0,0,0,0,S,7.0,58.0,1
2008-06-07,0,0,0,0,0,0,S,9.0,54.0,1
2008-06-26,0,0,0,0,0,0,WNW,13.0,56.0,1
2008-05-31,0,0,0,0,0,0,E,3.0,56.0,1
2008-06-19,0,0,0,0,0,0,CALM,,52.0,1
2008-06-03,0,0,0,0,0,0,SSE,18.0,46.0,1
2008-06-05,0,0,1,0,0,0,S,10.0,47.0,2
2008-06-30,0,0,0,0,0,1,NW,17.0,55.0,2
2008-06-18,0,0,0,0,0,0,N,23.0,48.0,1
2008-06-04,0,0,0,0,0,0,SSE,1.0,53.0,1
2008-06-10,0,0,0,0,0,0,NNE,3.0,55.0,1
2008-07-11,0,0,0,0,0,0,W,21.0,51.0,9
2008-06-29,0,0,0,0,0,0,N,23.0,43.0,1
2008-07-06,0,1,0,0,0,0,WSW,1.0,50.0,2
2008-07-01,0,0,0,0,0,0,W,18.0,53.0,1
2008-06-16,0,0,0,0,0,0,SW,5.0,55.0,1
2008-06-24,0,0,0,0,0,0,WNW,31.0,50.0,2
2008-07-03,0,1,0,0,0,0,W,10.0,54.0,2
2008-06-02,0,0,0,0,0,0,S,8.0,44.0,1
2008-06-27,0,0,0,0,0,0,W,14.0,57.0,1
2008-07-09,0,0,0,0,0,0,N,7.0,46.0,1
2008-06-14,0,0,0,0,0,0,SSW,7.0,52.0,2
2008-08-20,0,0,0,0,0,0,NNW,12.0,53.0,1
2008-07-20,0,0,0,0,0,0,S,13.0,47.0,2
2008-08-22,0,0,0,0,0,0,S,9.0,47.0,1
2008-08-07,0,0,0,0,0,0,SE,5.0,53.0,1
2008-07-24,0,0,0,0,0,0,N,12.0,49.0,1
2008-08-26,0,0,0,0,0,0,N,7.0,51.0,1
2008-08-14,0,0,0,0,0,0,WSW,24.0,54.0,1
2008-07-19,0,1,0,0,0,0,N,10.0,52.0,2
2008-08-05,0,0,0,0,0,0,SW,12.0,54.0,1
2008-08-13,0,0,0,0,0,0,W,17.0,52.0,1
2008-07-27,0,1,0,0,0,0,W,8.0,42.0,2
2008-08-09,0,0,0,0,0,0,WNW,9.0,48.0,1
2008-07-17,0,0,0,0,0,0,N,18.0,54.0,1
2008-07-15,0,0,0,0,0,0,NW,1.0,55.0,1
2008-08-04,0,0,0,0,0,0,N,8.0,54.0,1
2008-07-22,0,1,0,0,0,0,W,6.0,42.0,2
2008-08-06,0,0,0,0,0,0,ESE,6.0,51.0,1
2008-07-16,0,0,0,0,0,0,NE,2.0,41.0,1
2008-08-11,0,1,0,0,0,0,W,15.0,49.0,2
2008-08-19,0,0,0,0,0,0,NNE,8.0,50.0,1
2008-08-15,0,1,0,0,0,0,SSW,12.0,54.0,2
2008-07-25,0,0,0,0,0,0,NE,3.0,45.0,1
2008-07-29,0,0,0,0,0,0,E,5.0,48.0,1
2008-08-08,0,1,0,0,0,0,N,7.0,48.0,2
2008-07-18,0,0,0,0,0,0,W,9.0,49.0,2
2008-08-03,0,0,0,0,0,0,N,10.0,50.0,1
2008-08-02,0,0,0,0,0,0,WNW,12.0,49.0,1
2008-08-23,0,0,0,0,0,0,NW,3.0,38.0,2
2008-07-23,0,0,0,0,0,0,WNW,7.0,45.0,2
2008-08-16,0,0,0,0,0,0,W,9.0,49.0,1
2008-08-01,0,1,0,0,0,0,W,25.0,51.0,2
2008-07-26,0,0,0,0,0,0,NNW,10.0,54.0,9
2008-08-12,0,0,0,0,0,0,N,10.0,48.0,1
2008-08-25,0,0,0,0,0,0,N,3.0,34.0,1
2008-07-28,0,0,0,0,0,0,SSE,7.0,54.0,1
2008-08-17,0,0,0,0,0,0,SE,7.0,51.0,1
2008-07-12,0,0,0,0,0,0,NNE,12.0,49.0,1
2008-08-27,0,0,0,0,0,0,NNE,3.0,44.0,1
2008-08-10,0,1,0,0,0,0,W,13.0,47.0,2
2008-07-14,0,0,0,0,0,0,NNE,14.0,62.0,1
2008-08-18,0,0,0,0,0,0,SW,10.0,46.0,1
2008-08-21,0,1,0,0,0,0,NNW,6.0,46.0,2
2008-07-31,0,0,0,0,0,0,N,20.0,55.0,1
2008-07-21,0,0,0,0,0,0,S,24.0,50.0,1
2008-07-30,0,0,0,0,0,0,N,8.0,47.0,1
2008-08-24,0,0,0,0,0,0,NNW,6.0,53.0,1
2008-07-13,0,0,0,0,0,0,N,15.0,55.0,1
2008-09-18,0,0,0,0,0,0,NNE,29.0,55.0,9
2008-09-04,0,0,0,0,0,0,N,5.0,47.0,1
2008-09-20,0,0,0,0,0,0,NW,16.0,60.0,1
2008-09-21,0,0,0,0,0,0,NE,6.0,43.0,1
2008-09-22,0,0,0,0,0,0,NNE,22.0,67.0,1
2008-09-11,0,0,0,0,0,0,N,18.0,66.0,1
2008-10-06,0,0,0,0,0,0,SSW,16.0,53.0,2
2008-10-05,0,0,0,0,0,0,S,7.0,62.0,1
2008-09-28,0,0,0,0,0,0,W,21.0,59.0,2
2008-09-23,0,0,0,0,0,0,WSW,10.0,51.0,1
2008-10-04,0,0,0,0,0,0,SSE,8.0,53.0,1
2008-09-26,0,0,0,0,0,0,N,26.0,66.0,1
2008-09-24,0,0,0,0,0,0,SSW,2.0,54.0,1
2008-09-30,0,0,0,0,0,0,S,6.0,59.0,9
2008-08-31,0,0,0,0,0,0,WNW,20.0,44.0,1
2008-09-05,0,0,0,0,0,0,N,8.0,61.0,1
2008-09-01,0,0,0,0,0,0,N,14.0,45.0,1
2008-09-09,0,0,0,0,0,0,SSE,5.0,50.0,1
2008-09-12,0,0,0,0,0,0,N,20.0,65.0,9
2008-08-29,0,0,0,0,0,0,N,12.0,63.0,1
2008-09-02,0,0,0,0,0,0,NNE,6.0,51.0,1
2008-09-29,0,0,0,0,0,0,SW,9.0,42.0,1
2008-10-01,0,0,0,0,0,0,N,8.0,46.0,1
2008-09-16,0,0,0,0,0,0,W,13.0,54.0,1
2008-10-09,0,0,0,0,0,0,S,6.0,56.0,1
2008-09-25,0,0,0,0,0,0,N,23.0,72.0,1
2008-09-08,0,0,0,0,0,0,S,7.0,50.0,1
2008-09-27,0,0,0,0,0,0,SSE,13.0,67.0,1
2008-10-03,0,0,0,0,0,0,WNW,17.0,76.0,1
2008-10-10,0,0,0,0,0,0,SE,9.0,58.0,1
2008-09-03,0,0,0,0,0,0,ESE,9.0,53.0,1
2008-10-07,0,0,0,0,0,0,W,20.0,52.0,1
2008-10-12,0,0,0,0,0,0,E,7.0,66.0,1
2008-09-07,0,0,0,0,0,0,NNW,3.0,45.0,1
2008-08-28,0,0,0,0,0,0,S,10.0,49.0,1
2008-10-13,0,0,0,0,0,0,W,6.0,73.0,1
2008-09-19,0,0,0,0,0,0,WSW,17.0,66.0,1
2008-08-30,0,1,0,0,0,0,NNE,14.0,54.0,2
2008-09-06,0,0,0,0,0,0,N,5.0,46.0,1
2008-09-17,0,0,0,0,0,0,N,8.0,40.0,1
2008-09-13,0,0,0,0,0,0,ENE,8.0,63.0,9
2008-10-08,0,0,0,0,0,0,SSW,8.0,64.0,1
2008-10-14,0,0,0,0,0,0,S,10.0,52.0,1
2008-10-11,0,0,0,0,0,0,SSE,3.0,68.0,1
2008-09-15,0,0,0,0,0,1,WNW,21.0,55.0,1
2008-10-02,0,0,0,0,0,0,S,7.0,64.0,1
2008-09-14,0,0,0,0,0,0,WNW,24.0,56.0,1
2008-09-10,0,0,0,0,0,0,N,8.0,60.0,1
2008-11-14,0,1,0,0,0,0,S,15.0,52.0,2
2008-10-20,0,0,0,0,0,0,S,22.0,46.0,1
2008-11-03,0,0,0,0,0,0,SW,15.0,55.0,1
2008-10-31,0,1,0,0,0,0,SSW,23.0,59.0,2
2008-11-11,0,0,0,0,0,0,N,10.0,86.0,9
2008-10-18,0,0,0,0,0,0,E,3.0,64.0,1
2008-11-17,0,0,0,0,0,0,SSE,13.0,60.0,1
2008-11-16,0,0,0,0,0,0,S,18.0,59.0,1
2008-11-01,0,0,0,0,0,0,SE,6.0,55.0,1
2008-10-25,0,0,0,0,0,0,NE,12.0,55.0,1
2008-11-06,0,0,0,0,0,0,NW,5.0,69.0,1
2008-11-22,0,1,0,0,0,0,SW,16.0,50.0,2
2008-10-15,0,0,0,0,0,0,WSW,13.0,60.0,1
2008-10-28,0,0,0,0,0,0,SSW,10.0,64.0,1
2008-11-07,0,1,0,0,0,0,NNE,17.0,61.0,2
2008-11-15,0,0,0,0,0,0,WSW,6.0,53.0,1
2008-11-10,0,0,0,0,0,0,SSE,9.0,60.0,1
2008-11-23,0,1,0,0,0,0,SSW,15.0,56.0,2
2008-11-02,0,0,0,0,0,0,NNW,8.0,80.0,1
2008-11-12,0,0,0,0,0,0,NNE,10.0,88.0,1
2008-11-04,0,0,0,0,0,0,S,14.0,55.0,1
2008-10-30,0,0,0,0,0,0,N,26.0,80.0,1
2008-11-05,0,0,0,0,0,0,CALM,,63.0,9
2008-11-20,0,0,0,0,0,0,WSW,13.0,60.0,1
2008-11-19,0,0,0,0,0,0,WSW,12.0,63.0,1
2008-10-22,0,0,0,0,0,0,S,10.0,55.0,1
2008-10-27,0,0,0,0,0,0,NNW,6.0,61.0,1
2008-11-21,0,0,0,0,0,0,WNW,17.0,62.0,1
2008-11-09,0,0,0,0,0,0,NW,9.0,62.0,1
2008-11-18,0,0,0,0,0,0,S,7.0,60.0,1
2008-10-26,0,0,0,0,0,0,NE,10.0,80.0,1
2008-10-29,0,0,0,0,0,0,ESE,8.0,72.0,1
2008-10-24,0,0,0,0,0,0,NW,10.0,73.0,1
2008-10-23,0,0,0,0,0,0,ESE,8.0,53.0,1
2008-10-17,0,0,0,0,0,0,SE,10.0,66.0,1
2008-10-21,0,0,0,0,0,0,S,21.0,57.0,1
2008-10-19,0,0,0,0,0,0,NNE,8.0,63.0,1
2008-11-13,0,0,0,0,0,0,N,15.0,87.0,1
2008-11-08,0,0,0,0,0,0,W,17.0,63.0,1
2008-10-16,0,0,0,0,0,0,S,10.0,46.0,1
2008-11-24,0,0,0,0,0,0,S,14.0,57.0,1
2009-01-04,0,0,0,0,0,0,SSW,6.0,54.0,1
2008-12-08,0,0,0,0,0,0,S,12.0,65.0,1
2008-12-12,0,1,0,0,0,0,ENE,13.0,61.0,2
2008-12-04,0,0,0,0,0,0,SE,3.0,46.0,1
2008-12-24,0,0,0,0,0,0,S,12.0,49.0,1
2008-12-14,0,1,0,0,0,0,S,10.0,52.0,2
2008-11-29,0,0,0,0,0,0,SSE,12.0,62.0,1
2008-12-06,0,0,0,0,0,0,WNW,9.0,57.0,1
2008-12-30,0,0,0,0,0,0,WSW,17.0,63.0,1
2008-12-29,0,0,0,0,0,0,SW,10.0,69.0,1
2008-11-25,0,0,0,0,0,0,SE,10.0,72.0,1
2008-12-15,0,0,0,0,0,0,SSE,10.0,65.0,1
2008-12-23,0,0,0,0,0,0,S,15.0,66.0,1
2008-12-19,0,0,0,0,0,0,S,22.0,63.0,1
2008-12-05,0,0,0,0,0,0,WNW,14.0,81.0,1
2008-12-07,0,0,0,0,0,0,SW,13.0,62.0,1
2008-12-11,0,0,0,0,0,0,S,12.0,65.0,1
2008-12-02,0,0,0,0,0,0,SSE,7.0,59.0,1
2008-12-13,0,1,0,0,0,0,SW,22.0,56.0,2
2008-12-31,0,0,0,0,0,0,W,17.0,61.0,1
2009-01-03,0,0,0,0,0,0,ESE,7.0,59.0,1
2008-12-16,0,0,0,0,0,0,S,2.0,65.0,1
2009-01-06,0,0,0,0,0,0,NW,13.0,69.0,1
2008-12-28,0,0,0,0,0,0,WNW,14.0,73.0,1
2008-11-30,0,0,0,0,0,0,WNW,8.0,57.0,1
2008-12-27,0,0,0,0,0,0,S,13.0,70.0,1
2008-12-18,0,0,0,0,0,0,SW,8.0,56.0,1
2008-12-20,0,0,0,0,0,0,SE,12.0,64.0,1
2008-12-01,0,0,0,0,0,0,WNW,10.0,60.0,1
2009-01-02,0,0,0,0,0,0,S,17.0,57.0,1
2008-11-28,0,0,0,0,0,0,W,10.0,63.0,1
2008-12-03,0,0,0,0,0,0,SW,10.0,57.0,1
2008-11-27,0,0,0,0,0,0,NNE,15.0,83.0,1
2008-11-26,0,0,0,0,0,0,NNE,15.0,74.0,1
2008-12-09,0,0,0,0,0,0,W,6.0,50.0,1
2008-12-10,0,0,0,0,0,0,SSE,13.0,55.0,1
2009-01-01,0,0,0,0,0,0,SW,20.0,58.0,1
2009-01-07,0,0,0,0,0,0,S,9.0,53.0,1
2008-12-22,0,0,0,0,0,0,NE,13.0,76.0,1
2008-12-26,0,0,0,0,0,0,S,15.0,79.0,1
2008-12-21,0,0,0,0,0,0,N,9.0,82.0,1
2008-12-25,0,0,0,0,0,0,S,10.0,57.0,1
2009-01-05,0,0,0,0,0,0,NW,13.0,87.0,1
2008-12-17,0,0,0,0,0,0,SSW,7.0,55.0,2
2009-02-10,0,0,0,0,0,0,S,22.0,61.0,1
2009-01-31,0,0,0,0,0,0,N,5.0,77.0,1
2009-01-28,0,0,0,0,0,0,WNW,8.0,106.0,1
2009-02-19,0,0,0,0,0,0,S,6.0,75.0,1
2009-02-16,0,0,0,0,0,0,S,12.0,78.0,1
2009-01-16,0,0,0,0,0,0,SW,23.0,59.0,1
2009-02-14,0,0,0,0,0,0,S,14.0,74.0,1
2009-01-15,0,0,0,0,0,0,S,16.0,69.0,1
2009-01-19,0,0,0,0,0,0,N,10.0,95.0,1
2009-02-17,0,0,0,0,0,0,ESE,14.0,72.0,1
2009-01-30,0,0,0,0,0,0,N,14.0,84.0,1
2009-02-11,0,0,0,0,0,0,S,16.0,57.0,1
2009-02-06,0,0,0,0,0,0,S,10.0,64.0,1
2009-02-03,0,0,0,0,0,0,S,10.0,68.0,1
2009-02-12,0,0,0,0,0,0,SE,20.0,65.0,1
2009-02-20,0,0,0,0,0,0,S,10.0,65.0,1
2009-01-21,0,0,0,0,0,0,SW,12.0,70.0,9
2009-01-14,0,0,0,0,0,0,N,14.0,92.0,1
2009-02-15,0,0,0,0,0,0,SE,25.0,69.0,1
2009-02-18,0,0,0,0,0,0,SE,13.0,69.0,1
2009-01-26,0,0,0,0,0,0,SSE,13.0,75.0,1
2009-01-10,0,0,0,0,0,0,S,8.0,58.0,1
2009-02-21,0,0,0,0,0,0,SSW,17.0,68.0,1
2009-02-02,0,0,0,0,0,0,SSE,5.0,64.0,1
2009-01-17,0,0,0,0,0,0,S,13.0,58.0,1
2009-01-13,0,0,0,0,0,0,N,12.0,85.0,1
2009-01-09,0,0,0,0,0,0,SSE,15.0,67.0,1
2009-02-09,0,0,0,0,0,0,SSE,9.0,58.0,1
2009-02-05,0,0,0,0,0,0,SW,21.0,74.0,1
2009-01-08,0,0,0,0,0,0,SW,23.0,77.0,1
2009-01-12,0,0,0,0,0,0,SSW,12.0,80.0,1
2009-02-08,0,0,0,0,0,0,S,20.0,62.0,1
2009-01-23,0,0,0,0,0,0,NW,23.0,79.0,1
2009-01-11,0,0,0,0,0,0,SSE,6.0,57.0,1
2009-01-27,0,0,0,0,0,0,NE,6.0,86.0,1
2009-01-18,0,0,0,0,0,0,SE,5.0,71.0,1
2009-01-25,0,0,0,0,0,0,E,3.0,53.0,1
2009-01-20,0,0,0,0,0,0,S,9.0,85.0,9
2009-02-13,0,0,0,0,0,0,NW,1.0,56.0,1
2009-02-07,0,0,0,0,0,0,N,7.0,88.0,1
2009-01-29,0,0,0,0,0,0,NNW,15.0,111.0,1
2009-01-22,0,0,0,0,1,0,WNW,20.0,96.0,1
2009-02-04,0,0,0,0,0,0,SW,5.0,66.0,1
2009-02-01,0,0,0,0,0,0,S,14.0,79.0,1
2009-01-24,0,0,0,0,0,0,SSW,14.0,73.0,1
2009-03-28,0,0,0,0,0,0,E,2.0,47.0,1
2009-03-15,0,0,0,0,0,0,W,21.0,52.0,1
2009-04-02,0,0,0,0,0,0,NE,6.0,69.0,1
2009-03-30,0,0,0,0,0,0,S,14.0,70.0,1
2009-02-23,0,0,0,0,0,0,NNW,3.0,60.0,1
2009-02-24,0,0,0,0,0,0,S,20.0,62.0,1
2009-03-22,0,0,0,0,0,0,SW,14.0,69.0,1
2009-03-11,0,0,0,0,0,0,NNE,12.0,62.0,1
2009-03-27,0,0,0,0,0,0,SSE,10.0,64.0,1
2009-03-31,0,0,0,0,0,0,SE,18.0,74.0,1
2009-03-12,0,1,0,0,0,0,N,18.0,70.0,2
2009-03-13,0,0,0,0,0,0,NNE,13.0,69.0,1
2009-03-19,0,0,0,0,0,0,N,14.0,87.0,1
2009-03-26,0,0,0,0,0,0,S,15.0,65.0,1
2009-03-04,0,0,0,0,0,0,WSW,30.0,54.0,1
2009-04-04,0,0,0,0,0,0,E,5.0,60.0,1
2009-03-29,0,0,0,0,0,0,NW,2.0,77.0,1
2009-04-03,0,0,0,0,0,0,NE,5.0,70.0,1
2009-02-22,0,0,0,0,0,0,S,7.0,62.0,1
2009-03-14,0,1,0,0,0,0,N,24.0,68.0,2
2009-03-23,0,0,0,0,0,0,SSW,15.0,73.0,1
2009-03-17,0,1,0,0,0,0,WSW,8.0,55.0,2
2009-03-16,0,0,0,0,0,0,SW,14.0,66.0,1
2009-04-01,0,0,0,0,0,0,SSW,8.0,82.0,1
2009-03-09,0,0,0,0,0,0,WSW,9.0,72.0,1
2009-03-06,0,0,0,0,0,0,SSW,10.0,55.0,1
2009-03-05,0,0,0,0,0,0,SSW,15.0,59.0,1
2009-02-27,0,0,0,0,0,0,ESE,1.0,65.0,1
2009-03-20,0,0,0,0,0,0,E,6.0,63.0,1
2009-03-02,0,0,0,0,0,0,S,3.0,60.0,1
2009-04-05,0,0,0,0,0,0,NNW,5.0,55.0,1
2009-03-24,0,0,0,0,0,0,NNE,3.0,54.0,1
2009-02-25,0,0,0,0,0,0,SSW,16.0,68.0,1
2009-03-07,0,1,0,0,0,0,S,13.0,64.0,2
2009-03-08,0,0,0,0,0,0,SE,7.0,58.0,1
2009-02-26,0,0,0,0,0,0,SE,10.0,77.0,1
2009-02-28,0,0,0,0,0,0,SW,20.0,65.0,1
2009-03-25,0,0,0,0,0,0,SE,7.0,61.0,1
2009-03-03,0,1,0,0,0,0,NNE,32.0,74.0,2
2009-03-21,0,0,0,0,0,0,N,8.0,57.0,1
2009-03-10,0,0,0,0,0,0,ESE,6.0,61.0,1
2009-03-18,0,0,0,0,0,0,S,6.0,55.0,1
2009-03-01,0,0,0,0,0,0,S,6.0,59.0,1
2009-05-07,0,0,0,0,0,0,S,12.0,56.0,1
2009-04-09,0,0,0,0,0,0,SSW,9.0,70.0,1
2009-04-13,0,0,0,0,0,0,ENE,5.0,69.0,1
2009-04-19,0,0,0,0,0,0,S,17.0,50.0,1
2009-04-24,0,0,0,0,0,0,N,22.0,61.0,2
2009-05-01,0,0,0,0,0,0,N,5.0,54.0,1
2009-04-17,0,0,0,0,0,0,CALM,,59.0,1
2009-04-15,0,0,0,0,0,0,W,29.0,58.0,1
2009-04-08,0,0,0,0,0,0,SSW,12.0,64.0,1
2009-04-14,0,0,0,0,0,0,ENE,6.0,59.0,1
2009-04-21,0,0,0,0,0,0,N,14.0,55.0,1
2009-05-19,0,0,0,0,0,0,ESE,5.0,54.0,1
2009-05-05,0,0,0,0,0,0,NNE,6.0,52.0,9
2009-04-29,0,0,0,0,0,0,N,6.0,46.0,1
2009-05-04,0,0,0,0,0,0,NNW,5.0,55.0,1
2009-04-27,0,1,0,0,0,0,N,14.0,43.0,2
2009-04-25,0,0,0,0,0,0,N,23.0,52.0,1
2009-04-20,0,0,0,0,0,0,SW,10.0,65.0,1
2009-04-10,0,0,0,0,0,0,SSW,10.0,64.0,1
2009-05-11,0,0,0,0,0,0,S,10.0,61.0,1
2009-04-30,0,0,0,0,0,0,S,2.0,44.0,1
2009-04-18,0,0,0,0,0,0,N,5.0,58.0,1
2009-05-12,0,0,0,0,0,0,NNW,3.0,50.0,1
2009-05-08,0,1,0,0,0,0,S,10.0,55.0,2
2009-05-09,0,0,0,0,0,0,SSW,9.0,56.0,1
2009-05-20,0,0,0,0,0,0,NNE,3.0,64.0,1
2009-04-07,0,0,0,0,0,0,S,15.0,61.0,1
2009-05-13,0,0,0,0,0,0,W,13.0,61.0,1
2009-04-26,0,1,0,0,0,0,W,31.0,52.0,2
2009-04-23,0,0,0,0,0,0,N,24.0,72.0,1
2009-05-16,0,0,0,0,0,0,NW,16.0,56.0,1
2009-04-16,0,0,0,0,0,0,W,12.0,63.0,1
2009-05-03,0,0,0,0,0,0,N,5.0,51.0,1
2009-04-28,0,0,0,0,0,0,SSE,5.0,51.0,1
2009-04-12,0,0,0,0,0,0,W,9.0,60.0,1
2009-05-06,0,0,0,0,0,0,WSW,7.0,55.0,1
2009-04-11,0,0,0,0,0,0,N,7.0,67.0,1
2009-05-17,0,0,0,0,0,0,W,10.0,60.0,1
2009-04-22,0,0,0,0,0,0,N,10.0,59.0,1
2009-05-02,0,0,0,0,0,0,S,6.0,59.0,1
2009-04-06,0,1,0,0,0,0,S,6.0,55.0,2
2009-05-10,0,0,0,0,0,0,SW,2.0,50.0,1
2009-05-14,0,0,0,0,0,0,NNW,12.0,52.0,1
2009-05-15,0,0,0,0,0,0,NNW,23.0,59.0,1
2009-05-18,0,0,0,0,0,0,ESE,6.0,57.0,1
2009-05-27,0,0,0,0,0,0,WNW,7.0,42.0,1
2009-05-30,0,0,0,0,0,0,SSE,10.0,54.0,1
2009-06-18,0,0,0,0,0,0,N,9.0,53.0,1
2009-07-03,0,0,0,0,0,0,W,17.0,46.0,1
2009-06-05,0,0,0,0,0,0,SW,7.0,57.0,1
2009-07-02,0,1,0,0,0,0,NW,14.0,54.0,2
2009-06-01,0,0,0,0,0,0,NE,14.0,49.0,1
2009-06-16,0,0,0,0,0,0,S,6.0,42.0,1
2009-06-02,0,0,0,0,0,0,SW,3.0,55.0,1
2009-06-21,0,0,0,0,0,0,N,16.0,54.0,1
2009-05-25,0,1,0,0,0,0,NNE,6.0,59.0,2
2009-06-29,0,0,0,0,0,0,N,20.0,52.0,1
2009-06-30,0,0,0,0,0,0,N,32.0,61.0,1
2009-06-08,0,0,0,0,0,0,NW,10.0,43.0,1
2009-06-15,0,0,0,0,0,0,SSW,8.0,59.0,1
2009-06-22,0,0,0,0,0,0,N,9.0,47.0,1
2009-05-21,0,0,0,0,0,0,NE,3.0,46.0,1
2009-07-05,0,1,0,0,0,0,WSW,7.0,48.0,2
2009-05-24,0,0,0,0,0,0,NNE,9.0,61.0,1
2009-05-29,0,0,0,0,0,0,SSE,8.0,51.0,1
2009-06-12,0,0,0,0,0,0,N,13.0,42.0,9
2009-06-11,0,0,0,0,0,0,W,9.0,50.0,1
2009-05-22,0,0,0,0,0,0,S,6.0,59.0,1
2009-06-14,0,0,0,0,0,0,NNE,5.0,48.0,1
2009-06-06,0,0,0,0,0,0,N,9.0,47.0,1
2009-06-10,0,1,0,0,0,0,SSW,16.0,40.0,2
2009-06-19,0,0,0,0,0,0,N,15.0,45.0,1
2009-06-26,0,0,0,0,0,0,N,13.0,50.0,1
2009-06-17,0,0,0,0,0,0,NNE,12.0,49.0,1
2009-06-28,0,0,0,0,0,0,ENE,5.0,39.0,1
2009-06-09,0,0,0,0,0,0,WNW,16.0,49.0,1
2009-06-23,0,0,0,0,0,0,E,10.0,53.0,1
2009-05-28,0,0,0,0,0,0,SSW,10.0,55.0,1
2009-05-26,0,0,0,0,0,0,WNW,10.0,56.0,9
2009-06-03,0,1,0,0,0,0,NE,14.0,52.0,2
2009-06-25,0,0,0,0,0,0,NNE,5.0,38.0,1
2009-05-23,0,0,0,0,0,0,E,8.0,60.0,1
2009-07-01,0,0,0,0,0,0,NW,25.0,56.0,1
2009-06-20,0,0,0,0,0,0,N,12.0,59.0,1
2009-06-24,0,0,0,0,0,0,N,7.0,41.0,2
2009-06-13,0,0,0,0,0,0,NNE,10.0,52.0,1
2009-06-07,0,0,0,0,0,0,N,7.0,53.0,1
2009-06-04,0,0,0,0,0,0,NNW,10.0,61.0,1
2009-07-04,0,0,0,0,0,0,W,10.0,50.0,2
2009-06-27,0,0,0,0,0,0,WSW,3.0,51.0,1
2009-05-31,0,0,0,0,0,0,SSE,7.0,50.0,1
2009-08-07,0,0,0,0,0,0,SW,18.0,54.0,1
2009-07-21,0,0,0,0,0,0,NNE,9.0,54.0,1
2009-07-28,0,0,0,0,0,0,NW,12.0,53.0,1
2009-08-20,0,1,0,0,0,0,NE,6.0,51.0,2
2009-07-20,0,0,0,0,0,0,NNW,23.0,61.0,1
2009-07-19,0,0,0,0,0,0,NNE,21.0,41.0,1
2009-07-30,0,0,0,0,0,0,N,16.0,43.0,1
2009-07-17,0,0,0,0,0,0,NNE,5.0,53.0,1
2009-07-24,0,0,0,0,0,0,N,6.0,36.0,1
2009-08-04,0,0,0,0,0,0,N,16.0,48.0,1
2009-07-15,0,0,0,0,0,0,S,5.0,43.0,1
2009-07-06,0,0,0,0,0,0,SW,9.0,54.0,2
2009-07-07,0,0,0,0,0,0,W,5.0,39.0,1
2009-08-05,0,0,0,0,0,0,N,12.0,58.0,1
2009-07-25,0,0,0,0,0,0,NNE,7.0,46.0,1
2009-07-08,0,0,1,0,0,0,ENE,2.0,35.0,2
2009-08-17,0,0,0,0,0,0,NNW,9.0,48.0,1
2009-08-06,0,0,0,0,0,0,N,30.0,61.0,1
2009-07-23,0,0,0,0,0,0,WSW,2.0,44.0,2
2009-07-31,0,0,0,0,0,0,NW,3.0,49.0,2
