Route_No,SPEED_ZONE,Light_Condition,ROAD_TYPE,DIRECTION_LOCATION,NODE_TYPE,Deg_Urban_Name
215531,60,1,STREET,S,I,MELB_URBAN
197219,60,1,ROAD,W,I,MELB_URBAN
110819,50,3,STREET,W,I,MELB_URBAN
206092,50,3,ROAD,SW,I,MELB_URBAN
203563,40,1,STREET,W,I,MELB_URBAN
155093,60,2,DRIVE,N,I,MELB_URBAN
200795,60,2,DRIVE,N,I,MELB_URBAN
152095,60,1,ROAD,S,I,MELB_URBAN
217310,60,3,HIGHWAY,W,I,MELB_URBAN
208690,60,6,ROAD,W,I,MELB_URBAN
144121,40,3,STREET,S,I,MELB_URBAN
107587,60,1,ROAD,W,I,MELB_URBAN
220681,60,1,STREET,S,I,MELB_URBAN
103099,60,1,AVENUE,W,I,LARGE_PROVINCIAL_CITIES
160202,60,1,AVENUE,W,I,LARGE_PROVINCIAL_CITIES
125312,60,1,ROAD,S,I,LARGE_PROVINCIAL_CITIES
131504,50,1,ROAD,W,I,SMALL_CITIES
161895,60,1,ROAD,W,I,MELB_URBAN
223588,50,1,STREET,SW,I,TOWNS
277629,50,1,STREET,SW,I,TOWNS
179380,100,5,ROAD,SE,N,RURAL_VICTORIA
162809,888,1,ROAD,N,N,RURAL_VICTORIA
129215,60,6,STREET,W,I,MELB_URBAN
154481,50,1,STREET,SW,I,TOWNS
281502,50,1,STREET,SW,I,TOWNS
227968,50,1,CLOSE,NW,I,MELB_URBAN
235624,50,1,CLOSE,NW,I,MELB_URBAN
162225,100,5,ROAD,N,N,RURAL_VICTORIA
115320,100,5,ROAD,S,N,RURAL_VICTORIA
222201,50,1,STREET,S,I,LARGE_PROVINCIAL_CITIES
170536,999,1,STREET,E,N,MELB_URBAN
135371,888,9,STREET,S,N,SMALL_CITIES
162396,50,1,STREET,W,I,SMALL_CITIES
214244,60,1,ROAD,S,I,MELB_URBAN
120821,50,1,STREET,W,I,MELB_URBAN
185066,40,1,STREET,NW,I,MELB_URBAN
192700,40,1,STREET,NW,I,MELB_URBAN
283549,60,1,ROAD,NW,I,MELB_URBAN
207260,70,1,HIGHWAY,NE,I,MELB_URBAN
109858,50,1,PLACE,N,I,LARGE_PROVINCIAL_CITIES
175143,50,3,PARADE,N,N,TOWNS
200109,100,5,ROAD,NE,N,RURAL_VICTORIA
108512,100,5,HIGHWAY,SE,I,RURAL_VICTORIA
278387,100,1,ROAD,N,N,RURAL_VICTORIA
159045,50,1,COURT,W,I,MELB_URBAN
118275,50,3,STREET,S,I,MELB_URBAN
106576,50,1,STREET,S,N,MELB_URBAN
137262,80,1,ROAD,NE,I,MELB_URBAN
279073,50,3,CLOSE,S,N,MELB_URBAN
245799,90,1,ROAD,NW,I,RURAL_VICTORIA
277546,90,1,ROAD,NW,I,RURAL_VICTORIA
228016,60,1,ROAD,W,I,MELB_URBAN
167867,60,1,COURT,W,I,LARGE_PROVINCIAL_CITIES
177275,60,1,ROAD,NW,N,LARGE_PROVINCIAL_CITIES
261616,60,1,UNKNOWN,E,N,RURAL_VICTORIA
173227,999,1,TRACK,E,N,RURAL_VICTORIA
118401,50,1,CIRCUIT,S,I,MELB_URBAN
274827,50,1,CIRCUIT,S,I,MELB_URBAN
129081,50,1,STREET,N,N,TOWNS
143188,50,1,GROVE,SE,N,MELB_URBAN
195175,50,1,STREET,W,I,LARGE_PROVINCIAL_CITIES
184441,50,1,STREET,SW,N,TOWNS
219214,50,1,CRESCENT,S,N,SMALL_CITIES
121986,60,1,ROAD,N,I,RURAL_VICTORIA
273275,50,1,DRIVE,E,I,MELB_URBAN
275468,50,1,DRIVE,E,I,MELB_URBAN
139354,50,1,COURT,E,N,MELB_URBAN
148534,50,2,STREET,S,N,MELB_URBAN
212160,60,1,COURT,N,N,LARGE_PROVINCIAL_CITIES
212276,50,1,STREET,E,N,TOWNS
197807,100,1,ROAD,S,N,RURAL_VICTORIA
125293,60,5,COURT,W,I,TOWNS
275384,60,5,COURT,W,I,TOWNS
221196,100,2,ROAD,W,N,RURAL_VICTORIA
153234,50,1,STREET,W,I,MELB_URBAN
277920,50,1,STREET,W,I,MELB_URBAN
223198,50,3,STREET,SE,N,SMALL_CITIES
182661,60,1,HIGHWAY,E,I,MELB_URBAN
204495,100,1,ROAD,SE,N,RURAL_VICTORIA
155166,50,1,WAY,W,I,MELB_URBAN
105826,100,1,ROAD,NE,N,RURAL_VICTORIA
123196,50,3,STREET,W,N,MELB_URBAN
104782,50,1,AVENUE,S,N,TOWNS
179962,50,1,ROAD,SW,I,MELB_URBAN
158336,60,3,ROAD,W,I,SMALL_CITIES
129465,999,1,TRACK,S,N,RURAL_VICTORIA
175229,100,1,ROAD,NE,N,RURAL_VICTORIA
168040,50,1,COURT,N,N,MELB_URBAN
158720,50,1,CLOSE,NW,I,MELB_URBAN
162915,50,1,CLOSE,NW,I,MELB_URBAN
225266,999,1,TRACK,N,N,RURAL_VICTORIA
171881,100,1,ROAD,S,N,RURAL_VICTORIA
116813,60,3,AVENUE,N,I,MELB_URBAN
182369,60,3,AVENUE,N,I,MELB_URBAN
215836,60,3,AVENUE,N,I,MELB_URBAN
164015,80,1,ROAD,N,N,RURAL_VICTORIA
192041,50,1,WAY,SE,I,MELB_URBAN
234130,100,1,ROAD,S,N,RURAL_VICTORIA
154024,80,1,ROAD,N,I,MELB_URBAN
191754,50,1,AVENUE,SW,N,MELB_URBAN
111078,80,1,ROAD,NE,I,MELB_URBAN
190780,100,1,ROAD,E,N,RURAL_VICTORIA
113810,50,1,ROAD,N,N,MELB_URBAN
102018,50,3,COURT,S,I,MELB_URBAN
161041,100,1,ROAD,NW,N,RURAL_VICTORIA
142942,50,1,DRIVE,N,N,MELB_URBAN
155660,100,1,ROAD,E,N,RURAL_VICTORIA
179786,100,9,ROAD,NE,I,RURAL_VICTORIA
221755,100,9,ROAD,NE,I,RURAL_VICTORIA
196841,100,5,LANE,W,N,RURAL_VICTORIA
210294,50,1,DRIVE,N,N,MELB_URBAN
235248,100,1,ROAD,S,N,RURAL_VICTORIA
121796,100,2,ROAD,S,N,RURAL_VICTORIA
211967,50,1,CLOSE,SE,N,TOWNS
203736,50,1,STREET,N,N,MELB_URBAN
204645,100,1,ROAD,E,I,RURAL_VICTORIA
130920,50,3,CRESCENT,S,N,MELB_URBAN
101684,50,1,CRESCENT,NE,N,MELB_URBAN
120642,50,1,ROAD,E,I,SMALL_CITIES
183354,50,1,STREET,N,N,MELB_URBAN
117202,50,1,AVENUE,NW,I,MELB_URBAN
225913,40,1,STREET,W,I,MELB_URBAN
235883,40,1,STREET,W,I,MELB_URBAN
124885,60,1,ROAD,E,N,SMALL_CITIES
170542,999,1,STREET,W,N,RURAL_VICTORIA
226724,60,3,ROAD,W,I,MELB_URBAN
123695,60,3,AVENUE,NE,I,MELB_URBAN
169509,999,1,STREET,S,N,LARGE_PROVINCIAL_CITIES
158903,100,5,ROAD,E,N,RURAL_VICTORIA
158326,80,1,LANE,S,N,RURAL_VICTORIA
280317,100,1,ROAD,E,N,RURAL_VICTORIA
169386,50,1,TERRACE,W,N,TOWNS
195582,60,3,ROAD,W,I,MELB_URBAN
179020,70,1,ROAD,S,I,MELB_URBAN
174648,60,3,STREET,NE,I,MELB_URBAN
127422,100,1,ROAD,W,N,RURAL_VICTORIA
196805,50,1,STREET,W,N,MELB_URBAN
232350,50,1,UNKNOWN,E,N,MELB_URBAN
193583,100,1,ROAD,E,N,RURAL_VICTORIA
172029,50,1,COURT,E,N,LARGE_PROVINCIAL_CITIES
253564,100,1,UNKNOWN,SE,N,RURAL_VICTORIA
195443,100,5,ROAD,W,N,RURAL_VICTORIA
113213,100,1,ROAD,NW,N,RURAL_VICTORIA
217346,50,5,AVENUE,E,N,MELB_URBAN
181654,50,1,DRIVE,S,N,RURAL_VICTORIA
173374,100,1,HIGHWAY,NW,I,RURAL_VICTORIA
145692,100,1,ROAD,N,N,RURAL_VICTORIA
200146,100,1,ROAD,W,N,RURAL_VICTORIA
229809,60,1,ROAD,S,I,LARGE_PROVINCIAL_CITIES
278008,60,1,ROAD,S,I,LARGE_PROVINCIAL_CITIES
199669,999,1,ROAD,SE,N,RURAL_VICTORIA
228888,40,3,RISE,W,N,MELB_URBAN
107795,999,6,STREET,NE,I,MELB_URBAN
162285,999,6,STREET,NE,I,MELB_URBAN
225407,60,1,STREET,N,I,RURAL_VICTORIA
171919,100,1,ROAD,SE,N,RURAL_VICTORIA
182514,60,1,AVENUE,NE,I,MELB_URBAN
134561,50,1,STREET,E,N,SMALL_CITIES
276071,50,1,ROAD,W,I,MELB_URBAN
178958,60,3,STREET,E,I,MELB_URBAN
112616,60,1,PLACE,SW,I,MELB_URBAN
279321,60,1,PLACE,SW,I,MELB_URBAN
214643,60,1,ROAD,NE,I,LARGE_PROVINCIAL_CITIES
283832,100,1,ROAD,SE,N,RURAL_VICTORIA
108237,999,1,ROAD,W,I,MELB_URBAN
192949,60,3,ROAD,SW,N,RURAL_VICTORIA
103631,100,1,LANE,S,N,RURAL_VICTORIA
109262,50,3,STREET,W,N,MELB_URBAN
205648,999,6,COURT,E,N,SMALL_CITIES
100463,60,1,ROAD,W,N,TOWNS
207480,50,3,ROAD,N,I,TOWNS
242162,50,3,ROAD,N,I,TOWNS
220459,50,1,DRIVE,N,N,SMALL_CITIES
181881,50,3,ROAD,S,N,MELB_URBAN
168670,100,5,ROAD,N,I,RURAL_VICTORIA
185753,100,1,ROAD,E,N,RURAL_VICTORIA
176374,50,3,DRIVE,NW,N,MELB_URBAN
168990,100,1,ROAD,W,N,RURAL_VICTORIA
132203,100,1,STREET,E,N,RURAL_VICTORIA
214592,50,1,AVENUE,E,N,MELB_URBAN
204399,40,1,ROAD,E,N,RURAL_VICTORIA
119419,50,3,STREET,N,I,MELB_URBAN
281131,50,3,STREET,N,I,MELB_URBAN
201713,100,1,ROAD,E,N,RURAL_VICTORIA
226276,60,3,STREET,W,I,MELB_URBAN
225274,50,1,DRIVE,N,N,SMALL_CITIES
192101,60,3,AVENUE,W,I,MELB_URBAN
131277,50,1,STREET,E,I,MELB_URBAN
100398,50,1,DRIVE,NW,I,MELB_URBAN
134725,70,1,WAY,N,I,MELB_URBAN
129271,40,1,DRIVE,S,N,MELB_URBAN
153270,60,3,COURT,NE,N,LARGE_PROVINCIAL_CITIES
183650,999,1,TRACK,SW,N,RURAL_VICTORIA
132433,60,1,STREET,SW,N,SMALL_TOWNS
147432,60,1,AVENUE,N,I,MELB_URBAN
279259,50,2,AVENUE,E,N,MELB_URBAN
215525,50,1,ROAD,N,I,MELB_URBAN
155088,50,1,DRIVE,S,N,MELB_URBAN
117320,50,1,DRIVE,N,I,MELB_URBAN
202377,50,1,DRIVE,N,I,MELB_URBAN
107885,60,2,ROAD,N,I,SMALL_CITIES
113565,50,6,DRIVE,SW,I,MELB_URBAN
165443,50,6,CRESCENT,NW,I,MELB_URBAN
211041,50,1,HIGHWAY,SW,I,RURAL_VICTORIA
112130,60,2,ROAD,W,I,MELB_URBAN
116073,50,1,STREET,W,I,MELB_URBAN
166399,50,1,STREET,W,I,MELB_URBAN
163665,50,1,WAY,NW,I,MELB_URBAN
226563,50,1,STREET,NW,I,MELB_URBAN
231841,80,3,ROAD,NE,I,MELB_URBAN
279178,70,1,ROAD,W,I,MELB_URBAN
147749,60,1,ROAD,W,I,MELB_URBAN
221398,60,5,ROAD,W,I,MELB_URBAN
226587,60,1,ROAD,W,I,MELB_URBAN
128273,999,1,STREET,SW,I,MELB_URBAN
231983,60,1,ROAD,W,I,MELB_URBAN
131217,70,1,ROAD,W,I,MELB_URBAN
229689,60,1,ROAD,N,I,MELB_URBAN
179557,60,1,ROAD,N,I,MELB_URBAN
203033,50,1,ROAD,NW,I,MELB_URBAN
280624,50,1,STREET,W,I,MELB_URBAN
123903,60,1,STREET,W,I,MELB_URBAN
150831,999,1,ROAD,S,I,MELB_URBAN
282744,60,3,ROAD,S,I,MELB_URBAN
198916,60,1,ROAD,W,I,MELB_URBAN
119725,60,1,AVENUE,W,I,MELB_URBAN
219275,50,1,ROAD,W,I,MELB_URBAN
189912,50,1,STREET,W,I,MELB_URBAN
211256,60,1,ROAD,N,I,MELB_URBAN
278832,60,1,ROAD,W,I,MELB_URBAN
275743,50,1,STREET,W,I,MELB_URBAN
118242,60,1,ROAD,W,I,MELB_URBAN
225117,60,1,ROAD,W,I,MELB_URBAN
165469,60,1,ROAD,E,I,MELB_URBAN
176769,60,1,STREET,N,I,MELB_URBAN
157436,60,1,ROAD,E,I,MELB_URBAN
227910,60,1,ROAD,S,I,MELB_URBAN
225409,60,1,ROAD,S,I,MELB_URBAN
145795,999,1,ROAD,W,I,MELB_URBAN
218036,60,1,ROAD,S,I,MELB_URBAN
236695,999,1,ROAD,S,I,MELB_URBAN
189067,60,1,ROAD,W,I,MELB_URBAN
101800,60,5,STREET,S,I,MELB_URBAN
203936,50,1,ROAD,W,I,MELB_URBAN
131215,60,1,ROAD,NW,I,MELB_URBAN
278123,50,1,STREET,N,I,MELB_URBAN
119199,75,1,ROAD,S,I,MELB_URBAN
126591,50,1,DRIVE,W,I,MELB_URBAN
230781,60,1,DRIVE,NE,I,MELB_URBAN
279324,60,1,DRIVE,NE,I,MELB_URBAN
197549,40,1,ROAD,E,I,MELB_URBAN
112736,50,1,DRIVE,SW,I,MELB_URBAN
151542,50,1,DRIVE,SW,I,MELB_URBAN
209390,100,1,HIGHWAY,SE,I,RURAL_VICTORIA
224900,50,1,ROAD,NW,I,SMALL_CITIES
177731,60,1,STREET,S,I,SMALL_CITIES
149912,100,1,ROAD,W,I,RURAL_VICTORIA
189257,100,1,ROAD,W,I,RURAL_VICTORIA
170134,60,1,STREET,S,I,SMALL_CITIES
170135,60,1,STREET,S,I,SMALL_CITIES
170136,60,1,STREET,S,I,SMALL_CITIES
143843,60,1,DRIVE,NW,I,SMALL_CITIES
113666,60,3,STREET,NE,I,TOWNS
148665,60,1,STREET,W,I,MELB_URBAN
169745,60,1,ROAD,N,I,MELB_URBAN
278546,60,1,ROAD,N,I,MELB_URBAN
225813,70,3,ROAD,E,I,MELB_URBAN
160636,60,1,ROAD,S,I,LARGE_PROVINCIAL_CITIES
210938,50,6,DRIVE,NE,I,MELB_URBAN
180996,60,3,STREET,W,I,MELB_URBAN
198951,100,1,HIGHWAY,E,I,RURAL_VICTORIA
221697,100,1,HIGHWAY,E,I,RURAL_VICTORIA
126606,100,1,ROAD,E,I,RURAL_VICTORIA
134240,100,1,HIGHWAY,S,I,RURAL_VICTORIA
197610,100,1,HIGHWAY,S,I,RURAL_VICTORIA
179070,60,3,STREET,NW,I,LARGE_PROVINCIAL_CITIES
217819,60,1,STREET,W,I,TOWNS
206903,50,1,STREET,E,I,TOWNS
153390,80,1,HIGHWAY,W,I,TOWNS
203673,50,2,CRESCENT,SE,I,MELB_URBAN
142576,60,2,ROAD,N,I,MELB_URBAN
202837,50,2,DRIVE,S,I,MELB_URBAN
103066,60,1,ROAD,S,I,MELB_URBAN
225803,60,1,ROAD,SE,I,MELB_URBAN
102278,60,1,ROAD,S,I,MELB_URBAN
197749,60,3,ROAD,S,I,MELB_URBAN
131528,50,1,STREET,SE,I,TOWNS
179859,50,1,STREET,SE,I,TOWNS
180499,80,1,ROAD,NE,I,RURAL_VICTORIA
186552,50,3,STREET,E,I,MELB_URBAN
185980,50,1,STREET,N,I,MELB_URBAN
157921,60,1,ROAD,W,I,MELB_URBAN
209749,60,1,ROAD,S,I,MELB_URBAN
236069,50,1,STREET,N,I,MELB_URBAN
152800,50,1,AVENUE,NW,I,MELB_URBAN
183837,60,1,ROAD,S,I,MELB_URBAN
282104,80,1,ROAD,N,I,RURAL_VICTORIA
283823,60,1,AVENUE,W,I,MELB_URBAN
101692,50,6,ROAD,W,I,MELB_URBAN
186069,50,3,STREET,N,I,TOWNS
194591,50,3,STREET,N,I,TOWNS
147563,60,1,ROAD,NW,I,MELB_URBAN
180752,60,1,ROAD,S,I,RURAL_VICTORIA
101455,100,1,ROAD,N,I,RURAL_VICTORIA
156677,100,1,ROAD,N,I,RURAL_VICTORIA
117818,40,1,AVENUE,N,I,MELB_URBAN
141941,60,1,STREET,S,I,LARGE_PROVINCIAL_CITIES
220583,50,1,STREET,NE,I,MELB_URBAN
224143,80,1,DRIVE,E,I,MELB_URBAN
169217,50,1,DRIVE,N,I,MELB_URBAN
105376,50,1,STREET,S,I,MELB_URBAN
275602,80,1,ROAD,W,I,MELB_URBAN
195413,80,1,ROAD,E,I,RURAL_VICTORIA
153654,60,2,ROAD,S,I,LARGE_PROVINCIAL_CITIES
149611,100,2,ROAD,N,N,RURAL_VICTORIA
110778,60,1,ROAD,N,N,MELB_URBAN
223202,100,1,ROAD,E,N,RURAL_VICTORIA
120812,50,3,STREET,NE,N,LARGE_PROVINCIAL_CITIES
174900,50,1,ROAD,N,I,MELB_URBAN
282127,100,1,LANE,N,N,RURAL_VICTORIA
227111,50,3,STREET,N,I,SMALL_CITIES
178768,50,2,ROAD,S,N,MELB_URBAN
109480,999,1,LANE,S,N,RURAL_VICTORIA
121985,60,1,ROAD,NW,I,SMALL_TOWNS
174505,50,3,DRIVE,N,N,SMALL_CITIES
207661,888,1,CRESCENT,NW,N,MELB_URBAN
117404,100,5,ROAD,W,N,RURAL_VICTORIA
132414,100,5,TRACK,N,N,RURAL_VICTORIA
163579,80,1,ROAD,W,N,RURAL_VICTORIA
134338,50,1,DRIVE,S,N,MELB_URBAN
202043,999,1,STREET,E,N,MELB_URBAN
193990,100,1,TRACK,SW,N,RURAL_VICTORIA
116423,50,3,ROAD,S,N,MELB_URBAN
152745,50,1,DRIVE,E,I,MELB_URBAN
278270,60,3,STREET,N,I,TOWNS
197882,50,1,AVENUE,S,N,MELB_URBAN
113131,50,5,STREET,E,I,TOWNS
157939,50,5,STREET,E,I,TOWNS
181831,50,1,AVENUE,N,I,MELB_URBAN
104719,50,1,PLACE,NE,I,MELB_URBAN
215805,50,1,PLACE,NE,I,MELB_URBAN
277481,999,1,ROAD,W,N,RURAL_VICTORIA
140145,50,3,STREET,N,N,MELB_URBAN
200797,50,1,WAY,SE,N,SMALL_CITIES
192657,70,1,DRIVE,S,N,MELB_URBAN
172380,50,1,COURT,N,N,MELB_URBAN
162017,999,1,ROAD,E,N,RURAL_VICTORIA
230798,999,1,ROAD,SW,N,MELB_URBAN
192319,60,1,ROAD,W,I,MELB_URBAN
232891,50,1,UNKNOWN,E,N,MELB_URBAN
232819,50,1,UNKNOWN,SW,N,MELB_URBAN
212545,50,1,STREET,E,N,MELB_URBAN
139462,60,1,STREET,W,I,SMALL_CITIES
157082,100,1,ROAD,E,N,RURAL_VICTORIA
167509,50,1,ROAD,S,I,MELB_URBAN
158191,70,1,ROAD,N,I,MELB_URBAN
143270,100,1,ROAD,NE,N,RURAL_VICTORIA
193357,50,3,PLACE,SE,N,MELB_URBAN
166410,50,1,DRIVE,W,I,MELB_URBAN
221836,60,3,ROAD,S,I,LARGE_PROVINCIAL_CITIES
109981,999,6,STREET,N,N,MELB_URBAN
166606,70,1,DRIVE,N,I,MELB_URBAN
143177,999,1,ROAD,N,N,RURAL_VICTORIA
145224,50,1,DRIVE,W,I,MELB_URBAN
178964,50,1,DRIVE,W,I,MELB_URBAN
230254,999,2,ROAD,E,N,RURAL_VICTORIA
175551,50,1,ROAD,W,I,MELB_URBAN
200032,100,1,ROAD,SW,I,RURAL_VICTORIA
116168,100,1,ROAD,S,N,RURAL_VICTORIA
117745,50,1,CRESCENT,W,I,MELB_URBAN
155028,50,1,CRESCENT,W,I,MELB_URBAN
126110,50,1,CRESCENT,W,N,MELB_URBAN
185780,60,3,COURT,W,I,MELB_URBAN
147173,100,1,ROAD,SW,N,RURAL_VICTORIA
117803,60,3,AVENUE,N,I,SMALL_CITIES
120506,60,3,AVENUE,N,I,SMALL_CITIES
101615,50,1,STREET,W,N,SMALL_CITIES
150771,50,1,ROAD,SW,N,MELB_URBAN
234918,70,1,ROAD,W,I,MELB_URBAN
213697,100,1,ROAD,NE,I,RURAL_VICTORIA
197625,100,5,ROAD,S,N,RURAL_VICTORIA
114064,50,1,CRESCENT,NW,I,MELB_URBAN
233866,100,5,ROAD,NE,I,RURAL_VICTORIA
107700,50,5,AVENUE,N,N,MELB_URBAN
276729,60,1,ROAD,NW,N,RURAL_VICTORIA
109963,80,1,HIGHWAY,E,I,SMALL_TOWNS
224517,80,1,HIGHWAY,E,I,SMALL_TOWNS
184283,50,1,STREET,E,I,MELB_URBAN
176993,60,1,AVENUE,S,I,TOWNS
278460,100,5,ROAD,W,N,RURAL_VICTORIA
227416,50,3,WAY,S,I,MELB_URBAN
129927,50,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
202429,50,1,STREET,E,I,LARGE_PROVINCIAL_CITIES
175599,999,1,TRACK,E,N,RURAL_VICTORIA
195956,50,1,COURT,NW,N,LARGE_PROVINCIAL_CITIES
191355,80,1,RUN,W,I,MELB_URBAN
100686,60,1,ROAD,W,I,MELB_URBAN
163929,50,1,AVENUE,N,I,MELB_URBAN
216250,50,1,AVENUE,N,I,MELB_URBAN
275909,50,1,AVENUE,N,I,MELB_URBAN
198422,100,5,ROAD,N,I,RURAL_VICTORIA
200554,60,1,ROAD,NW,I,MELB_URBAN
150872,50,1,STREET,W,I,SMALL_CITIES
178865,50,1,STREET,W,I,LARGE_PROVINCIAL_CITIES
155769,80,6,STREET,W,I,RURAL_VICTORIA
158496,80,6,STREET,W,I,RURAL_VICTORIA
273224,100,2,ROAD,NW,N,RURAL_VICTORIA
192963,100,1,ROAD,W,N,RURAL_VICTORIA
177754,999,1,TRACK,E,N,RURAL_VICTORIA
217183,50,1,STREET,SW,N,TOWNS
127434,50,1,STREET,S,N,MELB_URBAN
167039,50,1,COURT,E,I,MELB_URBAN
168487,60,1,STREET,N,I,MELB_URBAN
188922,70,1,ROAD,S,I,MELB_URBAN
231775,50,1,AVENUE,S,N,MELB_URBAN
133416,100,1,TRACK,SE,N,RURAL_VICTORIA
147805,50,1,COURT,N,I,MELB_URBAN
153364,50,1,COURT,N,I,MELB_URBAN
154591,80,1,HIGHWAY,S,I,MELB_URBAN
178677,100,1,TRACK,SW,N,RURAL_VICTORIA
119212,50,3,PLACE,SW,I,MELB_URBAN
144552,100,1,ROAD,E,I,RURAL_VICTORIA
221497,100,1,ROAD,E,I,RURAL_VICTORIA
235708,50,1,STREET,NW,N,LARGE_PROVINCIAL_CITIES
137850,100,2,LANE,SE,N,RURAL_VICTORIA
190430,100,5,ROAD,E,N,RURAL_VICTORIA
156307,50,1,STREET,N,I,MELB_URBAN
165969,50,1,STREET,N,I,MELB_URBAN
107246,100,1,ROAD,E,N,RURAL_VICTORIA
220096,60,1,ROAD,W,N,RURAL_VICTORIA
141575,50,1,COURT,W,I,MELB_URBAN
274235,50,1,COURT,W,I,MELB_URBAN
131687,50,1,STREET,N,I,MELB_URBAN
180478,80,1,ROAD,W,N,RURAL_VICTORIA
281158,50,1,STREET,N,N,TOWNS
179672,999,1,ROAD,E,N,RURAL_VICTORIA
119692,80,1,ROAD,W,I,RURAL_VICTORIA
222748,80,1,ROAD,W,I,RURAL_VICTORIA
5918,100,1,ROAD,W,N,RURAL_VICTORIA
170405,50,1,STREET,E,I,MELB_URBAN
172455,50,1,STREET,W,I,MELB_URBAN
176545,40,1,ROAD,W,N,TOWNS
200046,100,5,ROAD,N,N,RURAL_VICTORIA
120594,60,3,DRIVE,W,N,MELB_URBAN
194707,100,1,ROAD,N,I,RURAL_VICTORIA
284773,100,1,ROAD,N,I,RURAL_VICTORIA
163348,50,1,STREET,SW,N,TOWNS
106967,50,1,ROAD,S,N,TOWNS
182529,100,1,ROAD,W,N,RURAL_VICTORIA
156964,999,1,STREET,N,N,MELB_URBAN
214041,100,2,ROAD,S,N,RURAL_VICTORIA
181197,100,1,ROAD,NE,N,RURAL_VICTORIA
234703,100,2,ROAD,NW,N,RURAL_VICTORIA
154843,60,1,STREET,S,I,MELB_URBAN
278926,100,5,ROAD,SE,N,RURAL_VICTORIA
199822,100,1,HIGHWAY,SE,I,RURAL_VICTORIA
277344,60,1,ROAD,E,N,SMALL_CITIES
199937,100,1,ROAD,NW,I,RURAL_VICTORIA
279819,50,3,COURT,SE,N,SMALL_CITIES
217090,100,5,ROAD,SE,N,RURAL_VICTORIA
125397,80,1,ROAD,SE,I,RURAL_VICTORIA
108561,100,1,ROAD,SW,N,RURAL_VICTORIA
129781,60,1,ROAD,W,I,TOWNS
217886,60,1,ROAD,W,I,TOWNS
104222,50,1,AVENUE,N,I,SMALL_TOWNS
121876,50,1,AVENUE,N,I,SMALL_TOWNS
152662,50,1,ROAD,W,N,MELB_URBAN
147419,999,3,STREET,NE,I,MELB_URBAN
155950,999,3,STREET,NE,I,MELB_URBAN
168907,50,9,STREET,E,N,SMALL_CITIES
276367,60,9,ROAD,S,I,SMALL_CITIES
233143,50,1,AVENUE,E,N,MELB_URBAN
161393,50,4,ROAD,NE,I,LARGE_PROVINCIAL_CITIES
276019,50,4,ROAD,NE,I,LARGE_PROVINCIAL_CITIES
124333,50,1,DRIVE,W,I,MELB_URBAN
281629,50,1,DRIVE,W,I,MELB_URBAN
275836,70,5,STREET,S,I,LARGE_PROVINCIAL_CITIES
224146,999,1,DRIVE,E,N,MELB_URBAN
131461,50,3,STREET,S,N,TOWNS
163780,100,5,ROAD,S,N,RURAL_VICTORIA
105263,100,1,ROAD,N,N,RURAL_VICTORIA
123222,50,1,PLACE,N,I,MELB_URBAN
123223,50,1,PLACE,N,I,MELB_URBAN
123224,50,1,PLACE,N,I,MELB_URBAN
157190,50,1,GROVE,SW,I,MELB_URBAN
173500,50,1,CLOSE,N,I,LARGE_PROVINCIAL_CITIES
189812,50,1,CLOSE,N,I,LARGE_PROVINCIAL_CITIES
128462,50,1,AVENUE,NW,I,MELB_URBAN
171378,50,1,AVENUE,NW,I,MELB_URBAN
229675,50,3,AVENUE,NE,N,MELB_URBAN
142886,60,6,STREET,W,I,MELB_URBAN
124306,40,1,DRIVE,NE,N,MELB_URBAN
181737,40,1,STREET,N,N,TOWNS
122698,50,1,PARADE,NW,I,MELB_URBAN
220686,50,3,STREET,N,N,MELB_URBAN
226542,50,2,AVENUE,W,I,MELB_URBAN
281768,999,1,STREET,E,N,MELB_URBAN
107025,50,3,ROAD,W,N,SMALL_TOWNS
179825,60,3,DRIVE,W,I,MELB_URBAN
215983,50,1,PARADE,N,I,MELB_URBAN
153160,60,1,ROAD,E,N,LARGE_PROVINCIAL_CITIES
137554,50,1,STREET,N,N,MELB_URBAN
283146,60,1,ROAD,W,I,MELB_URBAN
169481,50,3,STREET,E,N,MELB_URBAN
107661,100,1,LANE,N,N,RURAL_VICTORIA
3261,100,5,ROAD,NW,N,RURAL_VICTORIA
169925,50,1,CRESCENT,N,I,MELB_URBAN
140557,40,1,CIRCUIT,NW,N,LARGE_PROVINCIAL_CITIES
103098,50,1,AVENUE,N,I,SMALL_CITIES
218909,50,1,AVENUE,N,I,SMALL_CITIES
200081,100,5,ROAD,SW,N,RURAL_VICTORIA
116800,60,1,ROAD,E,N,MELB_URBAN
127741,50,1,ROAD,W,I,MELB_URBAN
206171,50,1,ROAD,W,I,MELB_URBAN
115333,40,1,LANE,W,N,MELB_URBAN
204981,50,1,BOULEVARD,E,N,MELB_URBAN
102353,50,1,WAY,N,I,SMALL_CITIES
171990,50,1,WAY,N,I,SMALL_CITIES
193532,60,1,ROAD,NW,N,RURAL_VICTORIA
118224,50,1,CRESCENT,NE,I,MELB_URBAN
116303,80,1,ROAD,SW,I,MELB_URBAN
123912,50,1,STREET,N,I,TOWNS
278957,100,2,HIGHWAY,S,I,RURAL_VICTORIA
